Best Model,Best Model Forward Features,Best Model Backward Features,Best Model Score
SVM,"(Index(['P05154', 'Q9BQE4', 'Q14498', 'Q9NX63', 'Q9H477', 'P20810', 'P13796',
       'O95782', 'Q8IVT2', 'P67809', 'P35251', 'Q92817', 'Q01995', 'O15020',
       'Q9C0C2', 'P53985', 'P27708', 'Q92667', 'P05091', 'Q9NSD9'],
      dtype='object'),)","Index(['Q8N4T8', 'Q14498', 'P20810', 'Q16643', 'O14981', 'Q7KZF4', 'P35240',
       'Q92817', 'Q9NW13', 'O94906', 'Q9NR33', 'O15020', 'P62258', 'Q9UID3',
       'Q92667', 'P05091', 'Q9Y315', 'Q8TEX9', 'Q9NQG6', 'Q14195'],
      dtype='object')",0.611846306
SVM,"(Index(['Q8WUQ7', 'P55036', 'P05154', 'Q9UNF1', 'Q9H3U1', 'Q13423', 'O60716',
       'O95801', 'O00468', 'P13796', 'O95785', 'Q86VP6', 'P16383', 'Q9GZU2',
       'P35606', 'P53985', 'Q9GZS1', 'A4D1S0', 'Q99543', 'Q9H4A6'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q96L91', 'Q9H3U1', 'Q15149', 'Q5VSL9', 'O60716', 'P49006',
       'P18206', 'O00468', 'Q9BUH6', 'P16383', 'P27482', 'P98196', 'P55263',
       'Q8WUB8', 'Q9NS91', 'Q96CT7', 'Q9UHI6', 'Q9H4A6', 'P20618'],
      dtype='object')",0.466079087
SVM,"(Index(['P30260', 'P07954', 'Q8N0Z6', 'O60716', 'Q6XQN6', 'Q7KZF4', 'P53814',
       'Q13573', 'Q08357', 'Q12929', 'O75717', 'Q9NS91', 'Q08380', 'P09758',
       'Q96KM6', 'O75369', 'Q15833', 'P11388', 'P15428', 'Q53EL6'],
      dtype='object'),)","Index(['Q01780', 'P07954', 'Q8TAE8', 'O60716', 'Q6XQN6', 'P08559', 'Q53G44',
       'Q13573', 'O60701', 'O75717', 'Q9NS91', 'Q9UID3', 'P09758', 'P30566',
       'Q9H0N5', 'Q8NB49', 'Q8N556', 'P11388', 'Q01664', 'P52815'],
      dtype='object')",0.659645269
SVM,"(Index(['Q8N1S5', 'P13995', 'Q01813', 'P43304', 'Q8NBX0', 'Q08211', 'Q9NW13',
       'Q14676', 'Q9BY42', 'P27708', 'Q13439', 'P49257', 'Q9H0N5', 'O95613',
       'P04049', 'Q92804', 'Q9Y2W6', 'Q8TEW0', 'Q9H115', 'P34897'],
      dtype='object'),)","Index(['Q96L91', 'O15357', 'Q6XQN6', 'Q8N1S5', 'P18206', 'P13995', 'Q9NW82',
       'Q9UHB6', 'Q9NVM6', 'P50416', 'Q9UID3', 'P05091', 'Q9Y315', 'P09758',
       'Q99459', 'Q9H0N5', 'P35637', 'Q9UHB9', 'Q9NQG6', 'Q92879'],
      dtype='object')",0.591039602
SVM,"(Index(['Q15149', 'O14497', 'O60716', 'Q9P1Y5', 'P51452', 'P53814', 'Q8NCM8',
       'P35240', 'Q8WUB8', 'O43272', 'P49458', 'Q86Y79', 'P49257', 'Q99459',
       'O75533', 'P04049', 'Q9Y240', 'P34897', 'Q14134', 'Q99707'],
      dtype='object'),)","Index(['Q01780', 'Q5VSL9', 'Q9UNS1', 'Q99733', 'P49006', 'P06753', 'Q14980',
       'Q8NCM8', 'Q8WUB8', 'P49458', 'P78318', 'Q6UWE0', 'P49257', 'Q5JTZ9',
       'Q9Y4K1', 'P28838', 'Q5T653', 'Q9P2E9', 'Q96FS4', 'Q9BRX8'],
      dtype='object')",0.403849907
SVM,"(Index(['Q9P258', 'Q9BUP0', 'Q8N0Z6', 'O00468', 'P43304', 'P51452', 'P98196',
       'P46821', 'Q92817', 'Q9Y2A7', 'Q9UHV9', 'Q9BUK6', 'Q9H6R3', 'Q9GZU2',
       'Q9UBI1', 'A6NCS6', 'Q9Y4K1', 'Q9Y2S6', 'P39059', 'Q5JWF2'],
      dtype='object'),)","Index(['A1X283', 'Q9UNF1', 'Q9BUP0', 'Q8NFD5', 'P31350', 'Q16643', 'Q9P1Y5',
       'P42858', 'Q8NCN4', 'P55263', 'P20962', 'Q9BUK6', 'P78318', 'Q9C0C2',
       'Q9H6R3', 'Q9UBI1', 'A6NCS6', 'Q9NSD9', 'Q9Y2S6', 'Q9BZE9'],
      dtype='object')",0.467525252
XGBoost,"(Index(['O14497', 'Q9P1Y5', 'O00468', 'Q86VP6', 'Q96ST3', 'Q1ED39', 'P11586',
       'Q9UHV9', 'Q9UDT6', 'A4D1S0', 'Q9Y4K1', 'P46379', 'Q86UP2', 'Q9UHI6',
       'P22102', 'P30566', 'O75369', 'Q96SB3', 'P98160', 'P13591'],
      dtype='object'),)","Index(['Q8N0Z6', 'Q01831', 'Q12955', 'Q5SQI0', 'O95785', 'Q96ST3', 'P78362',
       'Q1ED39', 'P98196', 'P31327', 'O75569', 'P11586', 'Q9P260', 'O94906',
       'P78318', 'Q9H6R3', 'Q7Z4V5', 'Q5JTZ9', 'Q96CT7', 'O75369'],
      dtype='object')",0.583339483
SVM,"(Index(['Q9BUP0', 'Q15063', 'Q8N0Z6', 'Q9NVA2', 'Q53G44', 'Q7Z3D6', 'O43395',
       'Q8NBX0', 'Q8TDL5', 'P16383', 'P27482', 'Q9NW13', 'O94906', 'P49327',
       'Q9GZU2', 'Q14676', 'Q9UI15', 'P05091', 'A6NCS6', 'Q9C0H9'],
      dtype='object'),)","Index(['Q96JP5', 'Q01780', 'Q96NB2', 'Q15063', 'Q14008', 'Q9H477', 'P53618',
       'Q6XQN6', 'Q99733', 'P13796', 'Q9Y2A7', 'Q9NW82', 'Q8WUY3', 'Q9HCS7',
       'Q9NVM6', 'Q9UHV9', 'Q9H6R3', 'Q969H8', 'O60231', 'Q92499'],
      dtype='object')",0.354860772
SVM,"(Index(['P35221', 'Q14498', 'Q99733', 'Q12955', 'P15923', 'P78362', 'Q52LJ0',
       'Q86Y79', 'Q9BUK6', 'Q9GZS1', 'Q7Z4V5', 'Q6UWE0', 'Q92667', 'Q9H4A6',
       'Q8IYS2', 'P30566', 'Q9Y2S6', 'Q8IVF2', 'P54920', 'Q12788'],
      dtype='object'),)","Index(['Q9NQP4', 'Q03252', 'Q14980', 'Q6P1J9', 'O60701', 'Q9NU22', 'Q12929',
       'Q92817', 'O95425', 'Q52LJ0', 'Q7Z4V5', 'P27708', 'Q9UID3', 'Q92667',
       'P05091', 'Q0VDF9', 'Q9C0H9', 'P10586', 'P04049', 'Q06323'],
      dtype='object')",0.515459753
SVM,"(Index(['Q8WUQ7', 'P05154', 'Q96L58', 'Q9BUP0', 'Q9GZT9', 'Q15063', 'Q8N0Z6',
       'Q9H477', 'P20810', 'P98196', 'P80723', 'Q9Y2A7', 'Q01995', 'Q13356',
       'Q9BUK6', 'Q4KMQ1', 'P10636', 'A6NCS6', 'Q14761', 'P13591'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q96L58', 'Q8N0Z6', 'Q9NVC6', 'Q03252', 'Q9H7E9', 'Q9Y2A7',
       'Q9NW82', 'Q01995', 'Q13356', 'P29966', 'Q9BUK6', 'Q4KMQ1', 'Q08380',
       'P10636', 'Q14761', 'Q5T653', 'Q96SB3', 'P13591', 'Q8N556'],
      dtype='object')",0.678374251
SVM,"(Index(['Q8WUQ7', 'Q6P2E9', 'P20810', 'Q8N1S5', 'O95336', 'Q53G44', 'Q12888',
       'Q8IVT2', 'P27482', 'Q92817', 'O43272', 'Q5JVF3', 'Q08379', 'Q9UI15',
       'Q4KMQ1', 'Q9UQ35', 'Q9UHI6', 'Q8N5M9', 'Q8TEX9', 'O14744'],
      dtype='object'),)","Index(['Q96L91', 'Q9NQP4', 'Q9BR61', 'P31350', 'Q8TDX7', 'Q9UNF0', 'Q13573',
       'Q5JVF3', 'Q9UI15', 'Q9UDT6', 'Q96CT7', 'Q9UKD2', 'Q9H4A6', 'Q92499',
       'Q15785', 'O75369', 'P05386', 'Q9H0N5', 'P62913', 'Q9HC35'],
      dtype='object')",0.474609407
XGBoost,"(Index(['Q9Y4H2', 'O94826', 'P58107', 'Q8IYS1', 'Q6XQN6', 'Q5SQI0', 'P18206',
       'O95336', 'O15382', 'Q8IVT2', 'P55263', 'P06454', 'O43272', 'Q9C0C2',
       'Q08380', 'Q86UP2', 'Q99543', 'Q9H4A6', 'P46926', 'Q8IUD2'],
      dtype='object'),)","Index(['Q9Y4H2', 'P55036', 'Q8WWH5', 'O94826', 'Q15149', 'Q8NFD5', 'P58107',
       'P31948', 'O60716', 'P31350', 'Q99569', 'P08559', 'Q8N1S5', 'P09327',
       'P42858', 'P15923', 'Q8TDL5', 'P30038', 'O43272', 'Q92667'],
      dtype='object')",0.422402234
SVM,"(Index(['P55036', 'Q9UNF1', 'P02786', 'Q9P1Y5', 'Q12955', 'Q53G44', 'Q9H0R6',
       'O60701', 'Q9NW82', 'Q86Y79', 'Q9C0H9', 'P46926', 'P20618', 'P27694',
       'P04049', 'Q92804', 'Q8NB49', 'Q02318', 'P04114', 'Q9HA77'],
      dtype='object'),)","Index(['Q6P2E9', 'P02786', 'O94826', 'Q96L58', 'O14497', 'Q99733', 'P49006',
       'O00468', 'Q8NCN4', 'P53814', 'Q9H0R6', 'O60701', 'O15382', 'P98196',
       'P55263', 'P20962', 'Q9NS91', 'O60231', 'Q9Y2S6', 'P04114'],
      dtype='object')",0.495618172
XGBoost,"(Index(['Q96JP5', 'Q96T51', 'Q8N1S5', 'O43837', 'Q9BUH6', 'Q99575', 'Q9Y277',
       'P15923', 'Q01995', 'P35232', 'Q9H6R3', 'P35606', 'P46379', 'P56182',
       'Q8IYS2', 'Q99459', 'Q9Y2S6', 'O43795', 'P61764', 'Q2TAY7'],
      dtype='object'),)","Index(['Q96JP5', 'Q9UNF1', 'Q9BUP0', 'Q96T51', 'Q6XQN6', 'Q8N1S5', 'O43837',
       'Q9BUH6', 'Q99575', 'P15923', 'O43823', 'P12270', 'Q9NU22', 'Q08211',
       'Q01995', 'Q9H9Z2', 'Q9NW13', 'Q9NVM6', 'Q9H6R3', 'Q9HC84'],
      dtype='object')",0.539718027
SVM,"(Index(['Q9NQP4', 'Q9GZT9', 'O14497', 'P31948', 'Q99569', 'P08559', 'P42858',
       'Q14980', 'O95785', 'Q12888', 'Q15293', 'P05164', 'Q13751', 'Q9GZU2',
       'Q9BY42', 'Q4KMQ1', 'Q5JTZ9', 'Q96CT7', 'P26006', 'P13591'],
      dtype='object'),)","Index(['Q9NQP4', 'Q9GZT9', 'Q8IYS1', 'Q14498', 'Q9NVA2', 'P13796', 'Q8NCN4',
       'P43304', 'O95785', 'Q15293', 'P05164', 'Q9HCS7', 'P78318', 'Q9BY42',
       'Q4KMQ1', 'Q86XP3', 'Q96CT7', 'P52758', 'Q9C0H9', 'P35637'],
      dtype='object')",0.60054695
SVM,"(Index(['P07954', 'Q8IYS1', 'Q8N0Z6', 'O60716', 'P18206', 'Q9BUH6', 'Q9UBQ7',
       'Q86VP6', 'P06454', 'Q9GZU2', 'Q14978', 'P62258', 'P49257', 'Q9HC84',
       'Q92499', 'Q9Y2S6', 'Q9BW92', 'P82970', 'Q9H0N5', 'P04114'],
      dtype='object'),)","Index(['A1X283', 'P59768', 'Q8IYS1', 'Q5SQI0', 'P18206', 'Q9BUH6', 'Q86VP6',
       'Q7Z6I8', 'P05164', 'P55263', 'Q92817', 'P35606', 'Q9NVZ3', 'P62258',
       'P49257', 'O75175', 'P28838', 'O95613', 'O43432', 'Q01664'],
      dtype='object')",0.663727642
SVM,"(Index(['Q8WUQ7', 'P59768', 'Q96D96', 'O60701', 'Q7Z6I8', 'P05164', 'Q08211',
       'Q9Y2A7', 'Q8WUY3', 'Q9BY42', 'Q9UI15', 'P31040', 'Q86UP2', 'P09758',
       'Q0VDF9', 'Q8IUD2', 'Q9H0N5', 'P61764', 'Q8N556', 'O14744'],
      dtype='object'),)","Index(['Q9P258', 'P59768', 'P07954', 'Q96NB2', 'Q14498', 'P53618', 'Q8N1S5',
       'Q03252', 'Q14554', 'Q9Y2A7', 'P29966', 'Q9BY42', 'Q7Z4V5', 'Q13123',
       'Q0VDF9', 'Q92499', 'P46926', 'Q8IUD2', 'Q9H0N5', 'P61764'],
      dtype='object')",0.563421184
SVM,"(Index(['Q8WUQ7', 'Q8WVQ1', 'Q8TAE8', 'O14981', 'P18206', 'Q99575', 'Q9UNF0',
       'P80723', 'P29966', 'Q13751', 'Q9NVM6', 'P50416', 'Q99543', 'Q9HC84',
       'Q9BW92', 'P78371', 'Q8TEW0', 'Q9HC35', 'Q16555', 'Q9Y240'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q9UNF1', 'O14497', 'Q8TAE8', 'Q13423', 'P31350', 'O00468',
       'Q99575', 'Q14980', 'Q9UNF0', 'Q96FQ6', 'P55263', 'P29966', 'Q9NVM6',
       'Q9NVZ3', 'Q969H8', 'Q96CT7', 'Q99543', 'Q9BW92', 'Q9Y240'],
      dtype='object')",0.620648959
SVM,"(Index(['Q9NQP4', 'Q9BUP0', 'Q14008', 'Q9H477', 'P20810', 'P55060', 'Q8TDX7',
       'Q8NBX0', 'Q8TDL5', 'P16383', 'P05164', 'O75569', 'Q7Z460', 'P20962',
       'Q8WUY3', 'P19623', 'Q8TE68', 'Q96KM6', 'Q9BZE9', 'Q14974'],
      dtype='object'),)","Index(['Q15149', 'Q96T51', 'Q5VSL9', 'P53618', 'O00468', 'Q9BUH6', 'Q8TDX7',
       'Q01813', 'Q8NCN4', 'Q8TDL5', 'P35240', 'P20962', 'Q86Y79', 'Q9GZS1',
       'P49257', 'P46379', 'P46926', 'Q96KM6', 'Q8N5M9', 'P10586'],
      dtype='object')",0.557704867
SVM,"(Index(['Q9BTD8', 'A1X283', 'Q9H3U1', 'Q53H12', 'P15923', 'P80723', 'Q13751',
       'Q52LJ0', 'O15020', 'Q9H6R3', 'P52758', 'Q9C0H9', 'P98160', 'P13591',
       'P11388', 'Q9P2E9', 'A6NKD9', 'Q32P44', 'Q16555', 'Q68EM7'],
      dtype='object'),)","Index(['Q96D53', 'Q9UNF1', 'O94826', 'Q9H3U1', 'Q9UNS1', 'P09327', 'Q99575',
       'Q53H12', 'Q52LJ0', 'O15020', 'Q14676', 'Q9P032', 'O75175', 'P52758',
       'P22102', 'Q9BQ69', 'Q5T653', 'P13591', 'P78371', 'P11388'],
      dtype='object')",0.648522437
SVM,"(Index(['P05154', 'Q6P2E9', 'P02786', 'Q9H3U1', 'Q15063', 'Q96D96', 'Q16643',
       'Q6XQN6', 'Q9P1Y5', 'P02766', 'P15923', 'O15382', 'P55263', 'Q9H9Z2',
       'P11586', 'O43272', 'Q9GZU2', 'P05386', 'P61764', 'Q15075'],
      dtype='object'),)","Index(['Q9Y4H2', 'P30260', 'Q96L58', 'Q8IYS1', 'P31948', 'P20810', 'Q8TDX7',
       'Q8NCN4', 'P31327', 'Q7Z460', 'Q9H9Z2', 'P29966', 'Q9NVZ3', 'O00273',
       'Q86XP3', 'P26006', 'Q9Y315', 'Q8N1G4', 'P30566', 'P35637'],
      dtype='object')",0.626995779
SVM,"(Index(['A1X283', 'P35221', 'O60716', 'Q9UNS1', 'P55060', 'P13796', 'P51452',
       'Q96ST3', 'Q8TDL5', 'Q5JVF3', 'O75717', 'P62258', 'Q92667', 'P26006',
       'Q9C0H9', 'Q8N1G4', 'O43795', 'Q14643', 'Q9Y240', 'P49788'],
      dtype='object'),)","Index(['Q9P258', 'Q96L91', 'Q96NB2', 'Q9NVA2', 'Q7Z5L9', 'P08559', 'O43837',
       'P13796', 'Q7Z6I8', 'P35251', 'P06454', 'P20962', 'P35606', 'Q7Z4V5',
       'Q969H8', 'Q9Y2S6', 'Q9Y2W6', 'P04114', 'Q53EL6', 'Q13217'],
      dtype='object')",0.516098168
SVM,"(Index(['P36578', 'O94826', 'Q15042', 'Q96D96', 'Q6XQN6', 'Q99733', 'Q8N1S5',
       'Q01813', 'P43304', 'O95785', 'Q08357', 'P27482', 'Q9H9Z2', 'Q9UBI1',
       'Q9NSD9', 'P09758', 'O60231', 'P56182', 'Q14761', 'Q15075'],
      dtype='object'),)","Index(['P37108', 'Q96NB2', 'Q15042', 'Q96D96', 'Q6XQN6', 'Q8N1S5', 'Q9UBQ7',
       'O95785', 'Q1ED39', 'Q08357', 'P27482', 'Q08211', 'Q9NS91', 'Q5JTZ9',
       'Q9NSD9', 'P09758', 'P56182', 'P46926', 'Q9H0N5', 'Q15075'],
      dtype='object')",0.407985291
SVM,"(Index(['P37108', 'Q9BTD8', 'Q8WWH5', 'Q9BR61', 'P14555', 'O43837', 'Q9H9Z2',
       'P78318', 'P33176', 'Q9NVZ3', 'Q9UBI1', 'Q9UHI6', 'Q9C0H9', 'Q9BW92',
       'P61970', 'Q32P44', 'P24941', 'Q92797', 'Q6PUV4', 'Q96GD0'],
      dtype='object'),)","Index(['Q6SPF0', 'Q9BTD8', 'Q68DK7', 'O15357', 'P20810', 'O00468', 'P02766',
       'P51452', 'O60701', 'Q9UID3', 'Q9UBI1', 'Q9UHI6', 'Q9C0H9', 'Q01664',
       'Q7Z3J2', 'P61970', 'Q32P44', 'A7MBM2', 'Q6PUV4', 'Q14168'],
      dtype='object')",0.538197469
SVM,"(Index(['P58107', 'Q13423', 'P14555', 'Q8N1S5', 'P42858', 'P13995', 'O15382',
       'Q01995', 'Q13356', 'Q9NVZ3', 'P31040', 'P46379', 'Q9H0N5', 'O43432',
       'O60645', 'P22234', 'Q969Q5', 'O00339', 'Q14195', 'Q16555'],
      dtype='object'),)","Index(['Q9Y4H2', 'O76031', 'O14981', 'Q7KZF4', 'P42858', 'P13995', 'Q9H0R6',
       'O15382', 'Q7Z6I8', 'P06454', 'Q9Y2A7', 'Q01995', 'Q13356', 'Q9UHV9',
       'Q969H8', 'Q9NSD9', 'Q5JSZ5', 'Q01664', 'P22234', 'Q16555'],
      dtype='object')",0.453815998
SVM,"(Index(['Q8TAE8', 'Q8IYS1', 'Q96D96', 'Q9NVA2', 'Q7Z3D6', 'Q8TDL5', 'P31327',
       'Q9Y2A7', 'P11586', 'Q8WUB8', 'Q9BY42', 'P05091', 'Q86UP2', 'Q0VDF9',
       'P30566', 'Q9Y2S6', 'P39059', 'Q96KM6', 'O95613', 'Q2TAY7'],
      dtype='object'),)","Index(['A6NIH7', 'P35221', 'Q8WVQ1', 'Q8TAE8', 'Q8IYS1', 'O14981', 'P19404',
       'Q96FQ6', 'P80723', 'P46821', 'Q14554', 'Q9Y2A7', 'P49458', 'Q10471',
       'Q92925', 'A6NCS6', 'Q14761', 'Q01664', 'Q02318', 'P04114'],
      dtype='object')",0.672383058
XGBoost,"(Index(['Q6SPF0', 'A6NIH7', 'Q8WWH5', 'Q14498', 'O14981', 'P18206', 'P55060',
       'Q9BUH6', 'Q53G44', 'P51452', 'O75569', 'P46821', 'Q14554', 'P33176',
       'O76021', 'Q9UID3', 'Q86UP2', 'Q0VDF9', 'Q8IYS2', 'O75369'],
      dtype='object'),)","Index(['A6NIH7', 'Q9P258', 'P02786', 'Q8N4T8', 'Q5VSL9', 'Q14008', 'Q14498',
       'O14981', 'P14555', 'Q9H7E9', 'Q9BUH6', 'Q53G44', 'Q8NCM8', 'P27482',
       'Q4KMQ1', 'Q86UP2', 'P56182', 'Q8IYS2', 'Q8IUD2', 'O75369'],
      dtype='object')",0.383441927
SVM,"(Index(['Q8WUQ7', 'Q9BTD8', 'O60716', 'Q9NX63', 'Q96D96', 'P14555', 'P09327',
       'Q9UBQ7', 'Q7Z460', 'P11586', 'Q9NVZ3', 'Q9Y4K1', 'Q9C0H9', 'P28838',
       'P39059', 'O75369', 'Q8TEX9', 'Q15833', 'Q5JWF2', 'Q9UHB9'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q68DK7', 'P31948', 'Q96D96', 'Q9NVA2', 'P14555', 'Q12955',
       'Q8NCN4', 'Q86TC9', 'Q7Z6I8', 'P16383', 'Q52LJ0', 'Q9NR33', 'P33176',
       'Q9NVZ3', 'Q9Y315', 'Q9C0H9', 'P39059', 'P04049', 'P35637'],
      dtype='object')",0.50847908
XGBoost,"(Index(['Q8TCS8', 'Q8N1S5', 'O00468', 'Q53G44', 'Q8NCM8', 'P35251', 'Q9NW82',
       'O15020', 'P62258', 'P31040', 'Q9Y315', 'Q99543', 'P82970', 'O75369',
       'P33316', 'P13591', 'Q8N556', 'Q9Y2W6', 'Q53EL6', 'Q96CW5'],
      dtype='object'),)","Index(['Q8TCS8', 'Q96D53', 'P35221', 'Q96NB2', 'Q15063', 'P31948', 'Q13423',
       'O14981', 'Q8N1S5', 'Q8NCM8', 'Q08211', 'Q9HCS7', 'Q9NVM6', 'Q5JVF3',
       'Q10471', 'P62258', 'Q9Y2S6', 'O75369', 'Q8NFW8', 'P78549'],
      dtype='object')",0.66196941
XGBoost,"(Index(['O15357', 'P35221', 'Q96C19', 'O14981', 'P46821', 'O95425', 'Q9UHV9',
       'Q9C0C2', 'P53985', 'Q10471', 'Q6UWE0', 'Q9UID3', 'Q9C0H9', 'Q8N1G4',
       'Q8IUD2', 'Q96SB3', 'Q92804', 'Q9UHB9', 'O43432', 'Q9P2E9'],
      dtype='object'),)","Index(['P02786', 'Q96L58', 'Q9BR61', 'Q96NB2', 'P26641', 'P53618', 'Q99569',
       'Q7Z5L9', 'Q9NVC6', 'O00468', 'Q14980', 'Q53G44', 'O60701', 'P98196',
       'P46821', 'P55263', 'Q9Y2A7', 'Q9UHB6', 'O94906', 'P53985'],
      dtype='object')",0.589160133
SVM,"(Index(['P36578', 'Q96D96', 'Q7Z7L1', 'P02766', 'P15923', 'Q15293', 'P30038',
       'P12270', 'P05164', 'Q01995', 'Q9H9Z2', 'Q8WUY3', 'Q9UHV9', 'Q08379',
       'P78318', 'Q9UI15', 'Q15075', 'Q96SY0', 'Q9Y240', 'Q96FS4'],
      dtype='object'),)","Index(['Q7Z7L1', 'P78362', 'Q8IVT2', 'O75569', 'O94906', 'Q5JVF3', 'O15020',
       'Q9UDT6', 'Q13439', 'P49257', 'P50416', 'Q86XP3', 'Q9H4A6', 'O95613',
       'P78371', 'Q6YN16', 'P34897', 'Q92922', 'Q14134', 'Q9UIF9'],
      dtype='object')",0.545428401
XGBoost,"(Index(['P59768', 'O15357', 'O14497', 'Q13423', 'P98172', 'O60716', 'P26641',
       'P31350', 'O14981', 'P55060', 'P13796', 'Q9H6R3', 'Q9BY42', 'P62258',
       'Q99459', 'O75369', 'Q8N556', 'Q9Y2W6', 'O43432', 'Q86UK7'],
      dtype='object'),)","Index(['P36578', 'Q6P2E9', 'O14497', 'Q13423', 'O60716', 'P26641', 'Q9NVA2',
       'Q6XQN6', 'P55060', 'P13796', 'Q9UNF0', 'P53814', 'Q8TDL5', 'P16383',
       'P05164', 'O94906', 'Q9H6R3', 'P62258', 'Q9NSD9', 'O75369'],
      dtype='object')",0.61568827
SVM,"(Index(['Q8WWH5', 'P35221', 'Q15149', 'Q96NB2', 'P14555', 'Q9UNF0', 'Q53G44',
       'Q9H0R6', 'Q1ED39', 'P31327', 'P33176', 'Q9UI15', 'Q6UWE0', 'Q9UQ35',
       'Q86XP3', 'Q92499', 'P30566', 'P04049', 'Q02790', 'A7MBM2'],
      dtype='object'),)","Index(['Q9BQE4', 'P35221', 'O14497', 'Q96NB2', 'O43837', 'Q9H0R6', 'O15382',
       'Q01995', 'Q13356', 'O94906', 'Q86Y79', 'Q9UI15', 'Q7Z4V5', 'Q6UWE0',
       'Q92667', 'Q86XP3', 'O75175', 'P10586', 'P04114', 'Q12788'],
      dtype='object')",0.504856358
SVM,"(Index(['Q14498', 'O95801', 'Q9UNS1', 'Q9NVC6', 'Q9UBQ7', 'Q6P1J9', 'Q7Z3D6',
       'Q6PK04', 'P35251', 'P35240', 'P55263', 'O76021', 'Q9UKD2', 'P46379',
       'P09758', 'Q99543', 'Q8N1G4', 'Q15785', 'Q96KM6', 'P35637'],
      dtype='object'),)","Index(['A6NIH7', 'P55036', 'P07954', 'P26641', 'Q9NVA2', 'Q03252', 'Q9H0R6',
       'P16383', 'P46821', 'Q9NW82', 'Q9NVM6', 'Q14978', 'P31040', 'Q92667',
       'P09758', 'Q99459', 'Q15785', 'P10586', 'Q9H0N5', 'Q5JWF2'],
      dtype='object')",0.685654143
SVM,"(Index(['P05154', 'Q6P2E9', 'O15269', 'Q8N1S5', 'Q53H12', 'P15923', 'Q8NCM8',
       'Q8IVT2', 'O43272', 'Q9C0C2', 'Q9GZS1', 'Q7Z4V5', 'Q8WUM0', 'P46379',
       'Q15785', 'P09417', 'P09601', 'Q6PUV4', 'Q9Y5V0', 'O00401'],
      dtype='object'),)","Index(['Q96T51', 'Q14008', 'P20810', 'Q12955', 'P13796', 'Q99575', 'Q8NCM8',
       'Q9NW82', 'Q9NW13', 'Q9P032', 'Q08380', 'Q8WUM0', 'Q9NSD9', 'P09758',
       'P22102', 'Q5T653', 'Q14643', 'Q06323', 'Q12872', 'Q9UIF9'],
      dtype='object')",0.608382524
SVM,"(Index(['P55036', 'O94826', 'P26641', 'Q7Z5L9', 'P14555', 'O95336', 'P55060',
       'Q86VP6', 'Q8NBX0', 'Q9NU22', 'Q9P260', 'Q9BUK6', 'Q9UDT6', 'O00273',
       'Q96CT7', 'P26006', 'O75175', 'Q9C0H9', 'O75533', 'Q5T653'],
      dtype='object'),)","Index(['Q9Y4H2', 'P35221', 'Q9NX63', 'P31350', 'O14981', 'Q99569', 'Q7Z5L9',
       'Q9UNS1', 'P18206', 'Q8TDX7', 'Q12888', 'P06454', 'Q1KMD3', 'Q9NS91',
       'O75175', 'Q9H4A6', 'O75533', 'Q15833', 'P78371', 'Q9NQG6'],
      dtype='object')",0.676809671
SVM,"(Index(['P37108', 'P55036', 'Q96D53', 'P35221', 'Q8WVQ1', 'O14497', 'P26641',
       'P53618', 'Q8N1S5', 'Q7Z7L1', 'P30038', 'Q9Y2A7', 'Q9NVZ3', 'P46379',
       'Q9C0H9', 'Q8N1G4', 'Q8IUD2', 'Q8N5M9', 'P04049', 'P22234'],
      dtype='object'),)","Index(['O15357', 'Q8NFD5', 'Q6XQN6', 'Q8N1S5', 'Q7KZF4', 'O43837', 'P13796',
       'Q99575', 'Q08357', 'Q14676', 'Q7Z4V5', 'P05091', 'Q86UP2', 'Q9C0H9',
       'Q8WZA9', 'O95613', 'Q02318', 'O60645', 'P22234', 'O00339'],
      dtype='object')",0.718019867
XGBoost,"(Index(['O94826', 'Q8WVQ1', 'Q15042', 'Q9NVC6', 'Q12955', 'O00468', 'P17858',
       'Q01813', 'P02766', 'Q1ED39', 'P35606', 'P49257', 'Q0VDF9', 'Q92804',
       'Q02790', 'P78549', 'Q92797', 'Q14134', 'Q96GD0', 'P14317'],
      dtype='object'),)","Index(['P30260', 'P07954', 'O94826', 'Q8WVQ1', 'Q14008', 'Q9NX63', 'O14981',
       'Q99733', 'O00468', 'P02766', 'Q9H0R6', 'Q15293', 'P27482', 'P06454',
       'Q1KMD3', 'O95425', 'Q9H6R3', 'P49327', 'Q14676', 'P49257'],
      dtype='object')",0.702484047
SVM,"(Index(['Q9UNF1', 'Q9GZT9', 'P19404', 'Q9H7E9', 'P02766', 'Q8IVT2', 'P46821',
       'Q4KMQ1', 'P49257', 'Q8TE68', 'Q8IYS2', 'Q99459', 'Q96KM6', 'O75369',
       'Q9H0N5', 'Q8N556', 'Q02790', 'P62913', 'P54920', 'A7MBM2'],
      dtype='object'),)","Index(['Q9P258', 'P07954', 'Q9H3U1', 'O15269', 'P31948', 'Q9P1Y5', 'Q7Z7L1',
       'Q14980', 'Q15293', 'Q8IVT2', 'Q9NU22', 'P46821', 'Q13439', 'Q8TE68',
       'Q0VDF9', 'P30566', 'P27694', 'Q8WZA9', 'Q92804', 'Q69YQ0'],
      dtype='object')",0.480270357
